id,gmtModified,commentorId,userNickName,faceUrl,content,mark,courseId,termId,courseName,agreeCount,status,upvote
86045,1517622641355,12729240,学2016,http://nos.netease.com/edu-image/DA0E4C341E2EB91B4017B8F05E3A8D21.jpg?imageView&thumbnail=120y120&quality=100,内容很充实，讲解详细。,5.0,284001,1002265005,高等数学（三）,0,1,
86013,1517603852692,1034445410,來歸行513,http://img1.ph.126.net/dh6BZpVpGCE2I_rpiBHBKA==/6632538912260547277.jpg,挺好的一门课，具有实用性,5.0,284001,1002265005,高等数学（三）,0,1,
84853,1517570229703,1027226014,马晟云,http://edu-image.nosdn.127.net/3E2222CC66B073980F47A8424D647F08.jpg?imageView&thumbnail=310x205&quality=100,看视频能学到很多常识，大家千万不要错过。,5.0,284001,1002265005,高等数学（三）,0,1,
83821,1517565261813,1014539243,知白1523,http://nos.netease.com/edu-image/5C7F219E75E818F09152AFE1E576A68C.jpg?imageView&thumbnail=180y180&quality=100,有了一些新知识，对灾难认识的更多，防患于未然，很值得学习的课程。,5.0,284001,1002265005,高等数学（三）,0,1,
84488,1517536276221,5344751,大丰陈国巧,https://img0.ph.126.net/53k5Qrbl370DfaoaiL0RSQ==/1046242488451641264.jpg,我在这个课程里学到了很多知识，充实了自己。谢谢刘老师，韩老师，陈老师!,5.0,284001,1002265005,高等数学（三）,0,1,
84328,1517494416916,1397152,jian55dan,http://img0.ph.126.net/7OM6NvdVqUDhLsb4bP3pKg==/649081296312197082.jpg,安全知识科普太重要了，在面临灾难的时候会很适用。,5.0,284001,1002265005,高等数学（三）,0,1,
84248,1517488831047,1034524531,一只酷酷的猫,,很方便，可以利用零散时间学习,4.0,284001,1002265005,高等数学（三）,0,1,
84223,1517487131742,2486616,gdsgwql163com,http://img0.ph.126.net/BzMi4S6lzpsHsnthnaawpA==/6619584466258820835.jpg,课程内容不错，授课方式不佳。,3.0,284001,1002265005,高等数学（三）,0,1,
84003,1517471761203,5260128,迷惘的背包客,https://img2.ph.126.net/08tGGrvCNmb7JMcytCmIRw==/6630513611838253667.jpg,非常具有使用价值的课,4.0,284001,1002265005,高等数学（三）,0,1,
80086,1516764807045,10090669,我啲心,http://img0.ph.126.net/QNCocMZo0Vqy1RfpRca_Iw==/6631309658257778181.jpg,通过本课程学习 收获很多，通过案例分析，对自然灾害、生活常见灾难等案例，予以分析并指导正确自救方式，很受益，提升了灾难预防和自救意识的教育意义，,5.0,284001,1002265005,高等数学（三）,0,1,
86958,1517890765308,1027850079,mooc1498175973443,,很好，收益很深,5.0,284001,1001906002,高等数学（三）,0,1,
93622,1518500120554,1030772867,CoalBoss,,"哇哇哇哇哇哇哇哇哇哇哇哇
",5.0,284001,1002302021,高等数学（三）,0,1,
87342,1517994499270,1029521326,mooc1504599988838,,有案例的说明能让大家听的更容易理解。但是真正创业过程中总感觉不会像案例里面那么顺利。也感觉挺天真的,3.0,284001,1002302021,高等数学（三）,0,1,
85476,1517735961765,1031635325,mooc1508057283489,,很好的不错啊,5.0,284001,1002523002,高等数学（三）,0,1,
85440,1517729880982,1033804757,情为何物101,,很好的学习平台,5.0,284001,1002523002,高等数学（三）,0,1,
83875,1517572643078,1026264458,易水云栖,http://edu-image.nosdn.127.net/36996F20A608968DFE6D36FFA5891CB5.jpg?imageView&thumbnail=180y180&quality=100,作为创业指导参考，确实不错，感谢老师，谢谢MOOC。,4.0,284001,1002523002,高等数学（三）,0,1,
84490,1517536371846,1025167380,贾春丽,,通过学习本课程使我在创业方面获益匪浅,5.0,284001,1002523002,高等数学（三）,0,1,
83473,1517534043412,2543593,qusen06,,由于报名学习的吃，但依旧还是学完了，结果老师又给了重新做测试题的机会，幸运的就把没赶上的练习题补上来了。非常感谢老师们的讲解，受益良多。,5.0,284001,1002523002,高等数学（三）,0,1,
94115,1519007443212,1135349110,猪猪mooc86,http://img0.ph.126.net/Xnyx7EB5WWderHajZzEzPQ==/935341347609526098.jpg,深入简出 不错,5.0,284001,1002234014,高等数学（三）,0,1,
92358,1518314827126,1026069611,池雨,http://edu-image.nosdn.127.net/4110110D629D33799CCB5EACA600821C.png?imageView&thumbnail=180y180&quality=100,比较全面的归纳了《论语》中的教学观念，对于完全没有读过《论语》的同学是有一定的启发。对于一个已经通读过《论语》的学生来说，内容就显得比较单薄。感觉老师把内容仅仅局限于古代的一些文本中了。和近现代的教育思想相比有哪些不同？为啥不同？有哪些继承关系？这些都可以谈，但是都没有谈。当然做纯粹的文本和考据解读是最基本的，但这样的课程也有不少。希望本课程除了解读文本以外，对更宽泛的问题做一些对比和探讨。,2.0,284001,1002187008,高等数学（三）,0,1,
94141,1519021042430,4441369,点康姆,https://img0.ph.126.net/XHraPxdKkVLbJt68WqraWg==/982629143714096679.jpg,老师很幽默，有想法，讲课深入浅出,5.0,284001,1002203002,高等数学（三）,0,1,
85562,1517753019623,1030730926,FAFU3156313037,,上完课感觉收获很大,5.0,284001,1002203002,高等数学（三）,0,1,
85528,1517745970595,1031215630,mooc1507545932803,,66666,5.0,284001,1002203002,高等数学（三）,0,1,
83228,1517486823638,1029891638,JSXY166710033,,可以的，这门课,5.0,284001,1002203002,高等数学（三）,0,1,
84092,1517476974771,1030559611,赖镇泉,,11111,5.0,284001,1002203002,高等数学（三）,0,1,
80154,1517039156337,1135065473,杜大侠1028mooc,http://edu-image.nosdn.127.net/F794C6C48A3D0C91E569D2DB768764B7.jpg?imageView&thumbnail=180y180&quality=100,期待开课！,5.0,284001,1002633008,高等数学（三）,0,1,
87372,1518003475124,1718149,陌花缓归,http://nos.netease.com/edu-image/C510D03022649BA586FE62598501A7DF.png?imageView&thumbnail=180y180&quality=100,老师特别负责，及时用心回答每一位同学提问，唯一不足普通话不好。,4.0,284001,1001666011,高等数学（三）,1,1,
94343,1519185797369,1685455,南大_151180005_蔡淼森,http://nos.netease.com/edu-image/0C54C1094C9FFB88F545101696249CFC.jpg?imageView&thumbnail=310y310&quality=100,对于中华传统文化以及优秀品德在当今的渗透与传播有了更深入的了解,4.0,284001,1002308003,高等数学（三）,0,1,
93410,1518332074265,10943758,wrf5481826163com,,通过对传统文化的学习，使我对传统文化有了更系统的了解,5.0,284001,1002308003,高等数学（三）,0,1,
85549,1517751019070,1027283829,娑挲sonrisa,http://edu-image.nosdn.127.net/EA14D12C0A547912B602941DACC2C93E.jpg?imageView&thumbnail=180y180&quality=100,综合学习了中华优秀传统文化的精髓，同时老师深入浅出的阐释了传统文化在当代的应用，并且对常见的困惑进行了解答。最近在做企业文化推进时也沿用了很多本课程的思想和观念，又自己查阅了延伸阅读的资料，真的受益匪浅，感谢老师！,5.0,284001,1002308003,高等数学（三）,0,1,
85386,1517720062709,1029103598,景颢giver,http://edu-image.nosdn.127.net/E4288CC8AEEE96FA1308809E765EE528.jpg?imageView&thumbnail=310x205&quality=100,收货比较大,5.0,284001,1002308003,高等数学（三）,0,1,
94333,1519182214997,1439109,赵作显,http://edu-image.nosdn.127.net/46E0463C76B58CA64058D66A4D433BDF.jpg?imageView&thumbnail=180y180&quality=100,《丝绸文化与产品》这门课从多个角度向我们展示了丝绸文化的博大精深，老师们用浅显易懂的语言把我带入了丝绸的世界，真的涨知识，增见识！希望更多的人可以通过这门课程了解丝绸！,5.0,284001,1002769004,高等数学（三）,1,1,
94260,1519111520060,1024008011,FencyZheng,http://img1.ph.126.net/ji2Rfcrlt4upMtEk-jvW-w==/6631896797468094133.jpg,从课程内容上是否可以植入更多的老师的自己的思想提炼，总体听下来，感觉更像是一个以区域为维度对古诗词进行的分类讲解和综述，但这样的讲解又没有专门古诗词讲解课程讲解的精彩和深入。所以建议后面老师是否可以在深入提炼一下，比如讲到一个地方，是否可以首先对这个区域的主要古诗词进行一个深入的统计性的分析，提炼出这个地方里常用的意向关键词及这个地方的精神内核及其传达的情感气质；其次，从教学的角度，建议适度减少古诗词的引用量（相信大多数学习者的古诗词造诣没有老师的十分之一），这样便于同学的消化和理解，个人认为本课程的重点在于古典文化中的城市精神内核及气质，而不是单独每一个诗词的鉴赏；最后，是否考虑可以以历史发展脉络为逻辑顺序，分析不同时代下，同一个区域的不同时代特质，相信南京、北京等这样的城市在不同的历史时间，其最为核心的城市精神与气质是不一样的。 以上为个人浅建。,3.0,284001,1001839306,高等数学（三）,0,1,
92095,1518153368482,1030225386,北冥有鱼mooc111,http://img1.ph.126.net/1ax6I-QvghHKJ7YP2NB7xg==/6632730227280277402.jpg,从中获益很多,5.0,284001,1002190004,高等数学（三）,0,1,
95093,1518965601371,1028019010,mooc1498790228427,,老师讲的很棒,5.0,284001,1002033009,高等数学（三）,0,1,
95061,1518948903418,1030275757,李昊天mooc,http://img0.ph.126.net/6byz3L_GV-GXsBorvx7NSA==/6632486135701508115.jpg,特别好，简单易懂却印象深刻。感谢老师,5.0,284001,1002236003,高等数学（三）,0,1,
93417,1518335239647,1029474047,白萍萍,http://img1.ph.126.net/tpADGDnEbIUQL7eFWXhFJg==/6632286024585063100.jpg,老师十分可爱，讲课十分热情，讲解得也十分清楚明了，在慢慢得学习中，感觉自己对汉字得了解增加了不少，对自己分析认识古汉字也十分有帮助，十分开心，很喜欢这门课。,5.0,284001,1002236003,高等数学（三）,0,1,
87511,1518074896393,1021969251,簡單點很好,http://img2.ph.126.net/y2X9zdtdXJPm00__UpXrmQ==/6632167277326812194.jpg,很喜欢说文解字，了解中国文化。对汉字有更深的了解。,5.0,284001,1002236003,高等数学（三）,0,1,
87456,1518057720566,1033965693,mooc1511827328702,,老师的讲解生动、易懂。普及汉字文化很好。,5.0,284001,1002236003,高等数学（三）,0,1,
86493,1517741505146,1035888982,mooc1516268129380,,很有见地，特别是关于“進”字的相关说法，使我大为佩服，先生可谓术业有专攻，心得有独到，受益匪浅。先生反复强调古人之伟大，造字者观察之入微，思维亦缜密，后来小子岂不努力，何以告慰先贤以启来者！小学里有大学问啊。,5.0,284001,1001584005,高等数学（三）,0,1,
86312,1517699876311,11892561,2091239499qqcom,,中国大学mooc给喜欢学习的人提供了一个很好的平台，非常感谢mooc。,5.0,284001,1002236003,高等数学（三）,0,1,
79158,1517197789718,1022318701,冰憶,http://img2.ph.126.net/zH3eIfbg-9qjTmjZFIxilw==/6631478983051077185.jpg,什么时候开课呀，北师。。。没考上你的研，还是想听你的课,5.0,284001,1002115026,高等数学（三）,1,1,
88092,1517919668181,1135162766,mooc1517377379862,,毕竟自己学校的老师，听着效果应该会很好，不过为什么没有提前录好的（嘤嘤嘤）本来想预习一下大物上的说~,5.0,284001,1002311001,高等数学（三）,1,1,
95435,1519284798566,1036094905,mooc1516713347438,,点进来一看居然是小文老师，你太可爱啦，对这节课变得超级期待。知道你会看评论的，嘻嘻嘻开心吧~,5.0,284001,1002732008,高等数学（三）,0,1,
86005,1517590062386,1026451551,小弄,http://edu-image.nosdn.127.net/4D6CBC41D18E0A4F8E9606DA73057BB7.jpg?imageView&thumbnail=180y180&quality=100,课程做得很好，老师们也非常用心！ 英文表达流利！,5.0,284001,1002142004,高等数学（三）,0,1,
92504,1518415140094,1027689700,FJUT3161909211胡俊杰,http://edu-image.nosdn.127.net/DDA44F76AF18163EA5DD756A239676D8.jpg?imageView&thumbnail=180y180&quality=100,学完这门课程，对食品的种类，营养价值，搭配等有了更深刻的了解。物超所值,5.0,284001,1002134021,高等数学（三）,0,1,
87396,1518008705732,1022016093,有机化合物,http://edu-image.nosdn.127.net/6EB888B70657F893598B8EB8422D5218.jpeg?imageView&thumbnail=180y180&quality=100,老师讲课内容十分丰富，详细介绍了每个艺术流派产生的历史背景以及代表作家，讲解了艺术流派的特色，画家们的人生经历，画作风格，通俗易懂，从中学到了非常多的知识,5.0,284001,1002190010,高等数学（三）,1,1,
92867,1518681707790,1028170016,mooc1499390043992,,"超棒的www,纪录片有些失效了",5.0,284001,1002190010,高等数学（三）,0,1,
85920,1517841918396,1589494,Tianyacao,https://nos.netease.com/edu-image/2274F8E49479DF50A38BC1259980C535.jpg?imageView&thumbnail=180y180&quality=100,从内容到安排非常完美！,5.0,284001,1002190010,高等数学（三）,0,1,
92411,1518337803102,1029613198,Amonmooc20,http://img1.ph.126.net/POuVPm7DDh0KcqwaWv6zQg==/3081869520023381575.jpg,学习了灭火战斗的方法、原则以及指导规律，通过学习定能提高指挥理论和火灾理论知识是融技术与战术为一体的专业的核心课程，具有很强的实践性和实用性。,5.0,284001,1002192009,高等数学（三）,0,1,
86442,1517728581447,1030633946,苏顺荣,http://img1.ph.126.net/_Ri6fafv2iPboyOFbrM0SQ==/6632737923861748450.jpg,这门课程理论结合实际比较紧密，具有很高的理论指导性和现实的可操作性，通过本课程的学习受益匪浅！感谢各位老师的精彩授课！,5.0,284001,1002192009,高等数学（三）,0,1,
83680,1517551074711,1029815795,Win_68,http://edu-image.nosdn.127.net/68FC3A8C78C5AFB4B3192C3A546962BA.jpg?imageView&thumbnail=180y180&quality=100,课程内容很详尽，安排的顺序很好，老师把每一章节的内容PPT都做得很精细！赞！,5.0,284001,1002190010,高等数学（三）,0,1,
92737,1518567554719,1023489613,沙益敏,http://edu-image.nosdn.127.net/78CE1BB0A63727094BE0C7F16CC8B2DD.jpg?imageView&thumbnail=310x205&quality=100,虽然讲得有些难懂，但是干货还是挺多的，尤其是对我这类非语言系学生。,5.0,284001,1002319007,高等数学（三）,0,1,
92459,1518387604583,1027226014,马晟云,http://edu-image.nosdn.127.net/3E2222CC66B073980F47A8424D647F08.jpg?imageView&thumbnail=310x205&quality=100,"这门课是我在慕课上学习的课程中，最喜欢的课程之一，我前后看视频看了至少三遍，每一次都有更新收获。如果这门课能开一个更详尽的系列，把所有经典都梳理一遍该有多好。特别希望这门课能出1，2，3，4，5，6.。。。

这门课所有老师都是非常棒的，讲得非常好，是睿智的长者也是才华横溢的导师。感谢老师，感恩mooc。",5.0,284001,1002218010,高等数学（三）,1,1,
85019,1517622447374,1028561327,人老半山,https://img0.ph.126.net/vR2tr-FSK8h_A0rzOsuBXg==/6632565300537896349.jpg,很好，比较系统地讲授了中国诗歌的知识,5.0,284001,1002216013,高等数学（三）,0,1,
93956,1518855759376,1022124962,Melon～～,http://img1.ph.126.net/MwyCunT5ISGtdZIjAFfFvA==/6631859414071097677.jpg,还可以就是内容讲的不是很详细，只是一笔带过,4.0,284001,1002007003,高等数学（三）,0,1,
93477,1518358534659,1015110324,李sirykt1456752928341,http://img2.ph.126.net/jkUO1tAqOEVgsP-qfMb9Kg==/6598294622670171410.jpg,对数据结构的理论学习还是挺不错的，不过希望像kmp，最小生成树，最短路径讲的生动点。,4.0,284001,1002007003,高等数学（三）,0,1,
78003,1515687394680,4947184,羽翼0星辰,http://edu-image.nosdn.127.net/4BA29BF6F8CB6F65B7BDD066B2992F02.jpg?imageView&thumbnail=180y180&quality=100,姥姥的数据结构MOOC可以说是我在中M见过的难度最高的几个课之一（其实我是很想把之一去掉的，但是话不能说的太死），每周都有几道非常难的编程难题，每次做的时候我都在想这真不愧是浙大，不过，话说回来，真想学数据结构的话，还是应该来听姥姥的课。毕竟有难度的练习对自身能力的提升才更有效。,5.0,284001,1002654021,高等数学（三）,32,1,
93077,1518145713555,1029223008,jerry010201163com,,"for (int i = 0; i < 10000; i   ) printf(""讲的太好了！！！\n"");",5.0,284001,1002261004,高等数学（三）,7,1,
79053,1516369188572,12476367,GuYz,https://img0.ph.126.net/QqrV5U7SKO0L4iEeJZiovQ==/6631991355468643383.jpg,两位教授讲的课非常好，至少是我在MOOC以及各大网络学习平台上上过的最好的课之一。看过之后对我整体提升非常有价值，谢谢网易提供这么好的一个良心的平台给我们方便优质地进行网络学习，谢谢浙江大学，谢谢两位教授！,5.0,284001,1002654021,高等数学（三）,6,1,
80076,1516624118589,1030253115,BIT1120170462,http://img0.ph.126.net/FksOUM4WK08XMeESQ5TqbA==/6632714834117489328.jpg,距离开课还有43天，好期待！！！,5.0,284001,1002654021,高等数学（三）,3,1,
85672,1517799033107,1020483372,MatrixLove,,非常好！！！,5.0,284001,1002261004,高等数学（三）,2,1,
80070,1516535897769,8608989,QGJK201502105132高宁,https://nos.netease.com/edu-image/115B1F990C938DECB067DB5FB20038B5.jpg?imageView&thumbnail=120y120&quality=100,陈越。。姥姥？ 是姥姥讲课？ 好开心有木有,5.0,284001,1002654021,高等数学（三）,2,1,
92888,1518707080544,1029252893,被吊打的学渣,http://edu-image.nosdn.127.net/06CE3952D39E6C8CD5FF6D295CE4B271.jpg?imageView&thumbnail=180y180&quality=100,还有人竟然只给两星？,5.0,284001,1002654021,高等数学（三）,1,1,
93529,1518420418714,1026696714,mooc1494391470327,,很好很棒很赞,5.0,284001,1002261004,高等数学（三）,1,1,
92348,1518281781884,1028079007,聂小喵,,^ _ ^,5.0,284001,1002261004,高等数学（三）,1,1,
92333,1518271362480,2826019,IT_ME,http://edu-image.nosdn.127.net/4C81AC6F5CE48D484506B5B7E11177D2.jpg?imageView&thumbnail=180y180&quality=100,跟着姥姥一步一步向前走,5.0,284001,1002654021,高等数学（三）,1,1,
93157,1518172764883,1020537741,年轻的心在沸腾,http://img0.ph.126.net/EptE5mKiuNvKFX9nb8Mifw==/6631781348747993157.jpg,讲得很好。,5.0,284001,1001757011,高等数学（三）,1,1,
87188,1517925393603,1019061818,mooc1470306960372,,最好的一门课之一！,5.0,284001,1002261004,高等数学（三）,1,1,
88115,1517922774657,5415278,sourdumplings,http://edu-image.nosdn.127.net/13E41379AF5D1E1C7C186B329B21BC70.jpg?imageView&thumbnail=120y120&quality=100,绝对好课，老师非常用心，不光讲得好，而且也参与课后讨论为我们答疑解惑，还有配套练习作业等，真的很感谢两位老师！,5.0,284001,1002261004,高等数学（三）,1,1,
86451,1517731310578,1022482854,人间朝暮mooc1480493570496,,挺好的，主要可以重复看还可以调节倍速，适合我的学习模式,5.0,284001,1002261004,高等数学（三）,1,1,
83945,1517579209972,9843352,九弓轮月,http://img1.ph.126.net/ARd6dhAYgRBK9_H9gToAlw==/6630784091701049449.jpg,老师讲的非常好,5.0,284001,1002261004,高等数学（三）,1,1,
83799,1517562459495,1018797992,真_玄学达人,http://edu-image.nosdn.127.net/0A8FD00750609727FAADB45B1E3D3B9F.jpeg?imageView&thumbnail=180y180&quality=100,非常有收获,5.0,284001,1002019005,高等数学（三）,1,1,
84712,1517556042273,1021223952,万敏,http://edu-image.nosdn.127.net/45A14B6BC788EF0377F8D8CD99F18ACE.jpg?imageView&thumbnail=180y180&quality=100,有了慕课这个平台，真是太好了，学习时间可由自己决定，而且课程讲的非常好！给了自己一个学习机会，对提供慕课平台的这些老师们表示感谢！慕课上都是一些基础课程，若是能提供一些跟随时代发展的操作性的课程更好。,2.0,284001,1002261004,高等数学（三）,1,1,
83231,1517487106790,1022380712,Turing___,,李老师讲的很不错，对于我跨专业学习很有帮助，在短时间内帮我架起了数据结构的知识体系，感谢李老师，,5.0,284001,1002007003,高等数学（三）,0,1,
84020,1517472505187,1016642937,一只单身12138,http://img0.ph.126.net/plw2b9AzgZFrkfMhalwbag==/4859102523057110043.jpg,老师的讲课虽然讲的比较简单，但是课后还是要花不少的时间去复习，并且最好是结合教材来看才能更加深入理解,5.0,284001,1002007003,高等数学（三）,0,1,
85824,1517824015999,1028812168,MonikaD,http://edu-image.nosdn.127.net/332F4EF7B661D5BE066A9F9DE71C6DDD.jpg?imageView&thumbnail=310y296&quality=100,很好的启蒙资料，很详细，对于医学生很有帮助,4.0,284001,1002240002,高等数学（三）,0,1,
83780,1517560666532,1029769583,npu2017300808,,这门课程非常有学习的价值。,5.0,284001,1002284006,高等数学（三）,0,1,
