userName,commentContent,createTime,courseId,courseName
好多个胖子,"对封装的理解还是不够到位，对于自动检测更新安装的业务需求来说，这些逻辑的入口就是checkversion,至于后续的版本判断，文件下载，更新进度还有安装都是可以封装到一个manager类中去的，在需要的地方调用manager.checkversion()即可。你这里版本检测放到了activity，更新进度放到了service，下载文件又放到了request，这样的写法又繁琐又增加了耦合。还有对于下载新版本这种需求并不需要创建很多线程，这里没有必要用线程池来管理，只要一个asynctask就完全够了",2016-08-25,690,应用自动更新组件开发
qq_恋上你的无赖_0,自动更新还是很有用的 我来看看您怎么完成的啊,2016-08-23,690,应用自动更新组件开发
Sword_man,源码？老师，源码在哪里、？,2016-08-23,690,应用自动更新组件开发
piyang88,我觉得ppt动画闪的眼花花心慌慌，建议老师以后不用这样的动画了。,2016-08-22,690,应用自动更新组件开发
MerlinLei,gan xie,2017-06-21,635,玩儿转Swift 2.0（第一季）
问雨丁香,大家加油！,2017-06-16,635,玩儿转Swift 2.0（第一季）
IT不倒翁,真不错，两倍速度看正合适！能迅速过一遍,2017-06-08,635,玩儿转Swift 2.0（第一季）
NullMoneyException,万事俱备 只欠mac,2017-06-06,635,玩儿转Swift 2.0（第一季）
胖子程,提醒后来者，小数求余在Swift3.0 Use truncatingRemainder instead,2017-05-29,635,玩儿转Swift 2.0（第一季）
qq_追圣灵_0,讲的很细致感觉不错,2017-05-21,635,玩儿转Swift 2.0（第一季）
qq_学前班的老顽童_0,c 的Switch不止是数字吧好像,2017-05-16,635,玩儿转Swift 2.0（第一季）
贾杰,给作者一个大赞，真的很不错，谢谢作者的用心分享！,2017-05-16,635,玩儿转Swift 2.0（第一季）
慕粉3240568,++ is unavailable:it has been removed in swift 3,2017-05-15,635,玩儿转Swift 2.0（第一季）
juincen,sign o,2017-05-12,635,玩儿转Swift 2.0（第一季）
我只看看,66666,2017-05-10,635,玩儿转Swift 2.0（第一季）
BobbyZhang93,2倍的加速学起来很快而且音频还清晰,2017-04-18,635,玩儿转Swift 2.0（第一季）
qq_其妙_0,有了 guard 就不用纠结于解包了,2017-04-13,635,玩儿转Swift 2.0（第一季）
qq_其妙_0,老师666,2017-04-13,635,玩儿转Swift 2.0（第一季）
慕粉212911520,不不错不错错错错,2017-04-08,635,玩儿转Swift 2.0（第一季）
浩淼海洋,小鱼尾巴资源文件少了~只有0，缺少1-7,2015-10-19,516,HTML5小游戏---爱心鱼（下）
java家洼,啊哈，声音终于正常了，上部视频的声音忽高忽低，我在记录笔记的时候有点练英语听力的感觉。哈哈,2016-06-25,516,HTML5小游戏---爱心鱼（下）
NoLimits,大鱼吃到不同果实后身体颜色发生变化，，老师这里有个错误，如果吃了蓝色以后，再吃橙色，而身体颜色就不变化了。,2016-08-12,516,HTML5小游戏---爱心鱼（下）
愫幕,15年的视频，那时候老师的代码质量真的糟糕透了！，但是，还是谢谢老师能够为前端事业做的贡献，多多出视频！！,1天前,516,HTML5小游戏---爱心鱼（下）
qq_后会无期_3,非常感谢老师，老师讲的很精彩,2018-02-06,516,HTML5小游戏---爱心鱼（下）
BitBiten,非常感谢老师,2018-02-03,516,HTML5小游戏---爱心鱼（下）
BitBiten,那样随机性就不强了,2018-02-03,516,HTML5小游戏---爱心鱼（下）
慕沐2121144,老师的思路很清晰，终于学完了。。。,2018-01-31,516,HTML5小游戏---爱心鱼（下）
晴星随风,最后一个漂浮物不显示出来,2018-01-18,516,HTML5小游戏---爱心鱼（下）
qq_曼陀罗花开_0,其实也是非常简单的是吧0.0...,2017-12-26,516,HTML5小游戏---爱心鱼（下）
小学生丨吧,6666666不错,2017-12-16,516,HTML5小游戏---爱心鱼（下）
小学生丨吧,留言在哪里,2017-12-13,516,HTML5小游戏---爱心鱼（下）
小学生丨吧,评论好少啊,2017-12-13,516,HTML5小游戏---爱心鱼（下）
ALI_,感谢老师，受教了,2017-11-09,516,HTML5小游戏---爱心鱼（下）
qq_怕是一个小萝莉哟_0,非常感谢老师,2017-10-25,516,HTML5小游戏---爱心鱼（下）
十乘三,线条加粗之后，鱼加粗了圈圈没有加粗，，，,2017-10-24,516,HTML5小游戏---爱心鱼（下）
慕粉3251138,分值计算有点小问题,2017-10-24,516,HTML5小游戏---爱心鱼（下）
